식품명,1회제공량,에너지(Kcal),단백질(g),탄수화물(g),지질(g),총당류(g),나트륨(mg),식품코드
마이바디다이어트 프로틴쉐이크(바나나앤쿠키맛),30.0,110.0,11,15,0.8,4.0,140.0,P022749
인스24 영양쉐이크 포뮬라1(곡물맛),25.0,95.0,11,11,0.7,3.0,120.0,P022751
뉴본라이프 슬리밍 밀,30.0,110.0,8,16,0.7,0.0,50.0,P022753
맛있는단백질 다이어트쉐이크 허니오트밀,25.0,90.0,10,12,0,2.0,94.0,P022755
투에니포 뉴트리 다이어트 쉐이크 딸기맛,25.0,91.0,8,15,0,5.0,190.0,P022757
라이트 바 스윗 크리스피 넛츠,33.0,140.0,9,14,5,11.0,30.0,P022759
린퓨어카카오,61.0,235.0,21,30,5,19.0,400.0,P022761
린퓨어슈퍼베리,61.0,200.0,24,32,0.6,13.0,430.0,P022763
효소담다이어트효소식,30.0,105.0,8,17,1.3,5.0,110.0,P022765
아임쉐이크곡물,30.0,105.0,6,20,1.3,4.0,75.0,P022767
마이바디다이어트 프로틴쉐이크(카페라떼맛),30.0,110.0,11,15,0.8,4.0,140.0,P022769
린 & 후르츠 & 화이버 쉐이크 곡물,60.0,230.0,21,28,4,10.0,250.0,P022771
데일리단백질쉐이크 녹차라떼,25.0,90.0,11,9,0,7.0,130.0,P022773
데일리단백질쉐이크 딸기,25.0,90.0,11,9,0,7.0,130.0,P022775
에스 다이닝 그레인,40.0,260.0,14,22,0.5,7.0,120.0,P022777
에스 다이닝 그린티,40.0,260.0,14,22,0.5,7.0,120.0,P022779
에스 다이닝 쿠키앤크림,40.0,260.0,14,22,0.5,7.0,110.0,P022781
마이바디다이어트 프로틴쉐이크 16곡 호두맛,30.0,110.0,12.6,13,1,3.3,130.0,P022783
진짜 맛있는 다이어트 쉐이크 클래식 초코,25.0,95.0,9,12,1.3,3.0,130.0,P022785
마이바디다이어트 프로틴쉐이크(단호박맛),30.0,110.0,12.6,13,1,3.3,130.0,P022787
뉴트리 디-데이 다이어트 바닐라 쉐이크,25.0,90.0,8,14,0.6,5.0,60.0,P022789
뉴트리 디-데이 다이어트 민트초코칩쉐이크,25.0,90.0,8,13,1,12.0,60.0,P022791
로사퍼시픽 커피쉐이크믹스,25.0,76.0,11,8,0,7.0,130.0,P022793
로사퍼시픽 초코쉐이크믹스,25.0,76.0,11,8,0,7.0,130.0,P022795
밀싹다이어트,25.0,90.0,5.5,17,1,7.0,105.0,P022797
에프랩 탄탄 베리(VERY)스무디,30.0,110.0,6,22,0,16.0,50.0,P022799
에프랩 촉촉 베리(VERY)스무디,30.0,110.0,6,22,0,6.0,65.0,P022801
에프랩 탱탱 베리(VERY)스무디,30.0,110.0,6,27,0,0.0,60.0,P022803
맛있는단백질 다이어트쉐이크 쿠키앤크림,25.0,90.0,10,12,0,2.0,94.0,P022805
하초 슬림 다이어트 쉐이크,25.0,95.0,9,13,0.8,0.0,157.0,P022807
에스티 7,46.0,155.0,11,29,1,0.0,30.0,P022809
리핏 더블딥초코,30.0,115.0,11,16,1.4,9.0,115.0,P022811
인스24 영양쉐이크 포뮬라1(코코아맛),25.0,95.0,13,9,1,3.0,130.0,P022813
리핏 레드빈스윗,30.0,95.0,10,17,0.9,5.0,115.0,P022815
리핏 오트밀허니,30.0,110.0,10,17,1.6,9.0,105.0,P022817
실큐에버슬림쉐이크,30.0,110.0,14,12,0.8,8.0,140.0,P022819
진짜 맛있는 다이어트쉐이크 호두아몬드,25.0,100.0,9,12,2.1,4.0,120.0,P022821
진짜 맛있는 다이어트쉐이크 딸기요거트,25.0,95.0,8,14,0.7,5.0,130.0,P022823
진짜 맛있는 다이어트쉐이크 카페라떼,25.0,100.0,9,13,1.3,6.0,130.0,P022825
아임쉐이크녹차라떼,30.0,100.0,6,20,1.6,5.0,85.0,P022827
아임쉐이크스트로베리요거트,30.0,115.0,6,21,1.3,16.0,70.0,P022829
세븐베리슬림다이어트,25.0,90.0,7,15,0.7,6.0,115.0,P022831
"비읍 비 밸런스, 균형 잡힌 한 끼 고구마",40.0,149.0,14,22,0,8.0,232.0,P022833
"비읍 비 밸런스, 균형 잡힌 한 끼 녹차",40.0,147.0,14,22,0,3.0,246.0,P022835
유산균슬림다이어트,25.0,95.0,6,15,1.2,6.0,120.0,P022837
린앤핏-쉐이크,30.0,105.0,8,20,0.5,0.0,35.0,P022839
헬스빌에너자임 다이어트쉐이크믹스(카페라떼맛),25.0,86.0,11,8,0,7.0,130.0,P022841
오트라떼 다이어트 쉐이크,30.0,120.0,5.5,21,2,0.0,24.0,P022843
그리밀단백질쉐이크초코맛,25.0,90.0,10,12,0,7.0,170.0,P022845
닥터리브 쉐이크 단호박고구마맛,25.0,90.0,12,10,0.1,7.5,115.0,P022847
뉴핏뉴트리다이어트쉐이크 초코라떼맛,25.0,103.0,6,15,2,7.0,112.0,P022849
취나물밥&브로콜리닭가슴살큐브,222.0,335.0,16,57,4.8,5.0,550.0,P022851
다섯가지나물밥&청양고추닭가슴살소시지,235.0,340.0,16,47,10,6.0,760.0,P022853
닭가슴살필라프&불고기오믈렛,222.0,350.0,13,45,13,6.0,930.0,P022855
탄두리닭가슴살현미밥&두부스테이크,207.0,340.0,14,52,9,7.0,590.0,P022857
뉴핏뉴트리다이어트쉐이크 바나나라떼맛,25.0,102.0,6,16,2,7.0,118.0,P022859
뉴핏뉴트리다이어트쉐이크 곡물라떼맛,25.0,106.0,7,14,3,7.0,103.0,P022861
맛있는단백질 다이어트쉐이크 쇼콜라초코,25.0,90.0,10,12,0,2.0,94.0,P022863
뉴핏뉴트리다이어트쉐이크 쿠키앤크림,25.0,104.0,6,16,2,9.0,119.0,P022865
아임쉐이크바나나,30.0,100.0,6,20,1.4,10.0,85.0,P022867
프로테라쉐이크,43.0,175.0,20,16,3.7,0.0,180.0,P022869
뉴핏뉴트리다이어트쉐이크 고구마라떼맛,25.0,102.0,6,15,2,6.0,116.0,P022871
헬스빌 에너자임 다이어트 쉐이크믹스 쿠키앤크림요거트맛,25.0,86.0,11,8,0,7.0,130.0,P022873
하루채움 영양쉐이크,25.0,97.0,9,13,1,2.0,90.0,P022875
이지웨이 다이어트 쉐이크 초코맛,25.0,96.0,0,8,1.2,2.0,159.0,P022877
튼튼닷컴 다이어트쉐이크 녹차맛,25.0,100.0,8,14,1.1,8.0,120.0,P022879
튼튼닷컴 다이어트쉐이크 초코맛,25.0,102.0,8,14,1.5,8.0,115.0,P022881
헛겔,10.0,15.0,0,3.5,0.07,1.2,3.0,P022883
비키니쉐이크 쿠키크림,25.0,90.0,11,9,0,7.0,130.0,P022885
하루끼니 하루귀리,50.0,197.0,0,32,4.4,0.5,32.0,P022887
아이꼬야 한뼘 더 큰 아기랑 콩이랑2,180.0,115.0,5.5,13.5,4.5,8.0,75.0,P023117
아이꼬야 한뼘 더 큰 아기랑 콩이랑1,180.0,120.0,5,13.7,5,8.0,70.0,P023118
아이꼬야 아기랑 쌀이랑 퀴노아 오트,180.0,120.0,1.3,19,4.5,10.0,80.0,P023119
아기밀 냠냠 유기농 주스 종합과일,120.0,55.0,0,14,0,13.0,25.0,P023122
아이꼬야 아기랑 쌀이랑 흑미,180.0,120.0,1.3,19,4.5,10.0,80.0,P023123
베비언스 뉴트리밀크 플레인,180.0,120.0,2.5,12.5,6.5,12.5,54.0,P023126
베비언스 뉴트리밀크 오곡,180.0,145.0,2.5,19,6.5,18.0,54.0,P023131
롯데푸드 키드파워 에이플러스,100.0,454.0,18,55,18,44.0,240.0,P023132
후기?배즙한우죽,160.0,107.0,6.6,17.5,1.8,3.5,12.0,P023137
약콩베베,140.0,65.0,4,9,1.3,5.0,65.0,P023138
연세대학교 프리미엄 베이비두유 첫돌이후,200.0,130.0,5,16,5,7.0,90.0,P023139
후기?한우대추찹쌀죽,160.0,111.0,6.2,19.4,1.7,4.2,9.0,P023140
클래식한우야채진밥,180.0,132.0,3,30,0,4.0,15.0,P023141
후기?우유야채닭죽,160.0,94.0,5.1,16.8,0.7,6.4,15.0,P023142
후기?무나물한우죽,160.0,96.0,5.9,15.5,1.8,3.3,11.5,P023143
후기?한우무죽,160.0,102.0,5.9,16.9,1.8,3.2,11.3,P023144
후기?호박찹쌀영양닭죽,160.0,96.0,5.1,18.3,0.6,6.7,7.8,P023145
후기?연두부근대죽,160.0,91.0,2.5,17.5,1.1,0.4,23.4,P023146
후기?한우청경채죽,160.0,104.0,6.7,16.6,1.8,3.1,19.0,P023148
클래식한우새송이죽,180.0,117.0,7,19,1.6,1.0,20.0,P023149
클래식한우느타리진밥,180.0,152.0,9,24,2.1,1.0,19.0,P023150
후기?한우근대현미죽,160.0,115.0,6.2,20.1,1.7,2.9,17.0,P023151
한우소고기버섯죽,200.0,123.0,5.3,23.5,0.8,0.2,42.2,P023152
후기?사과한우죽,160.0,109.0,6,18.8,1.7,4.6,9.1,P023153
후기?순두부한우죽,160.0,111.0,6.5,17.7,2.1,3.6,18.6,P023154
한우소고기야채죽,200.0,112.0,4.8,20.6,1.1,0.3,36.0,P023155
후기?한우야채김죽,160.0,116.0,6.8,18.3,1.7,6.8,36.5,P023156
한우소고기필라프,200.0,149.0,5,28.9,1.5,0.0,38.2,P023157
후기?한우참깨죽,160.0,118.0,7.1,17.6,2.1,5.6,36.4,P023158
클래식잡채닭고기진밥,180.0,135.0,5,28,0,1.0,13.0,P023159
후기?한우야채배죽,160.0,111.0,6.8,18.5,1.8,3.9,12.7,P023160
클래식한우짜짜진밥,180.0,152.0,7,28,1.5,2.0,165.0,P023161
후기?한우배추쑥갓죽,160.0,102.0,6.2,17.4,1.7,4.2,19.1,P023162
클래식감자단호박고기진밥,180.0,159.0,7,29,1.7,2.0,12.0,P023163
후기?고구마야채죽,160.0,94.0,1.8,22.2,0.4,0.4,7.4,P023164
후기?두부야채죽,160.0,89.0,2.6,16.7,1.2,0.8,19.9,P023165
클래식퀴노아한우버섯죽,180.0,132.0,7,22,1.7,1.0,15.0,P023166
후기?순두부애호박죽,160.0,95.0,2.6,18.6,1.1,1.3,11.7,P023167
한우불고기진밥,200.0,151.0,6.4,29.6,0.8,0.0,20.9,P023168
한우&배죽,200.0,132.0,3.4,27.8,0.8,1.8,107.7,P023169
클래식배한우시금치무죽,180.0,110.0,5,20,1.1,1.0,15.0,P023170
클래식양송이모듬버섯치즈진밥,180.0,172.0,5,31,3.1,1.0,112.0,P023171
후기?흰살생선야채죽,160.0,90.0,2.7,19.1,0.5,5.9,9.5,P023172
후기?아욱순두부버섯죽,160.0,92.0,2.9,17.9,1.1,5.8,15.5,P023173
남양키플러스고소한맛,39.0,155.0,6,26,3.2,17.0,70.0,P023174
후기?컬리플라워한우죽,160.0,106.0,17.2,17.2,1.8,3.4,15.4,P023175
클래식단호박고구마진밥,180.0,140.0,2,32,0,5.0,0.0,P023176
클래식청경채배새우진밥,180.0,124.0,5,26,0,2.0,12.0,P023177
클래식한우짜짜아기밥,160.0,183.0,9,30,2.7,3.0,301.0,P023178
클래식닭살고구마진밥,180.0,147.0,6,31,0,3.0,14.0,P023179
후기?아욱감자죽,160.0,87.0,2,19.7,0.5,0.1,3.5,P023180
클래식블루베리한우죽,180.0,128.0,5,24,1.2,2.0,10.0,P023181
후기?야채한우죽,160.0,111.0,6.6,19,1.9,3.7,10.8,P023182
후기?닭살영양죽,160.0,95.0,5.1,17.5,0.5,5.7,9.8,P023183
클래식흰살생선치즈한우진밥,180.0,185.0,8,31,3.3,1.0,101.0,P023184
후기?단호박어린잎채소죽,160.0,83.0,2.4,19.7,1,1.3,12.2,P023185
클래식퀴노아한우버섯진밥,180.0,161.0,8,28,1.8,1.0,16.0,P023186
후기?한우과일죽,160.0,111.0,5.5,19,1.4,7.4,8.6,P023187
클래식한우느타리새우진밥,180.0,158.0,8,27,1.6,1.0,17.0,P023188
클래식흰살생선삼색진밥,180.0,138.0,5,29,0,2.0,8.0,P023189
클래식한우들깨현미진밥,180.0,203.0,9,33,3.8,1.0,19.0,P023190
클래식느타리한우잡채아기밥,160.0,204.0,8,38,2.1,1.0,85.0,P023191
클래식한우닭죽,180.0,114.0,7,19,1.5,0.0,16.0,P023192
후기?비타민채소죽,160.0,86.0,2.1,18.7,0.5,5.7,4.8,P023193
클래식한우흰살생선죽,180.0,104.0,5,19,0.9,1.0,15.0,P023194
클래식비타민채한우진밥,180.0,163.0,9,26,2.6,0.0,22.0,P023195
클래식모듬고기진밥,180.0,147.0,8,25,1.2,1.0,20.0,P023196
전복영양죽,200.0,94.0,2.4,20.1,0.4,0.2,46.3,P023197
전복치킨진밥,200.0,212.0,12.8,37.4,1.2,0.4,62.0,P023198
후기?한우와감자시금치영양죽,160.0,112.0,5.7,20.1,1.3,6.1,14.8,P023199
클래식닭고기옥수수죽,180.0,109.0,5,21,0.5,2.0,12.0,P023200
클래식한우팽이아기밥,160.0,177.0,11,25,3.4,1.0,92.0,P023201
클래식들깨흰살생선미역죽,180.0,143.0,4,29,1.1,1.0,7.0,P023202
클래식모듬고기아기밥,160.0,162.0,10,26,2.2,1.0,88.0,P023203
클래식불고기흰살생선아기밥,160.0,133.0,8,22,1.3,1.0,87.0,P023204
후기?잔멸치채소죽,160.0,93.0,2.8,19.3,0.6,6.1,9.1,P023205
클래식배사과한우죽,180.0,125.0,5,24,1.2,2.0,10.0,P023206
후기?시금치두부죽,160.0,94.0,2.8,18.4,1.1,0.5,18.4,P023207
클래식렌틸콩한우진밥,180.0,213.0,12,32,4.6,1.0,19.0,P023208
후기?밤흑임자죽,160.0,101.0,2.1,22,0.6,0.8,0.5,P023209
영양닭죽,200.0,116.0,7,20.6,0.6,0.3,30.0,P023210
클래식메론콜리플라워배진밥,180.0,132.0,3,30,0,4.0,15.0,P023211
클래식오징어새우한우진밥,180.0,168.0,9,28,1.9,1.0,30.0,P023212
후기?밤흑미죽,160.0,107.0,2.2,23.4,0.6,0.7,0.5,P023213
후기?새우미역죽,160.0,117.0,7.1,20,1.8,5.8,54.0,P023214
후기?단호박사과죽,160.0,92.0,1.7,20.5,0.5,2.3,1.4,P023215
클래식고구마두부참깨진밥,180.0,190.0,6,33,4.1,3.0,7.0,P023216
클래식한우미역죽,180.0,133.0,7,23,1.6,0.0,21.0,P023217
클래식한우큐리진밥,180.0,174.0,7,31,2.1,2.0,136.0,P023218
클래식닭가슴살단호박카레아기밥,160.0,184.0,8,34,1.9,3.0,288.0,P023219
후기?멸치두부죽,160.0,99.0,4,17.8,1.3,4.4,30.2,P023220
한우랑아욱죽,200.0,114.0,6.5,19.2,1.2,0.4,17.2,P023221
클래식해삼대게살진밥,180.0,164.0,5,32,1.9,2.0,153.0,P023222
남양 유기농 엄마의 작품 12개월 이후,100.0,380.0,5,80,5,28.0,30.0,P023223
클래식한우들깨현미죽,180.0,164.0,7,28,2.8,1.0,13.0,P023224
후기?퀴노아한우죽,160.0,106.0,6.2,17.8,1.7,3.2,10.2,P023225
흰살생선애호박죽,200.0,105.0,3.2,21.8,0.6,0.0,61.4,P023226
후기?한우와어린잎채소영양죽,160.0,102.0,5.5,17.3,1.3,5.8,19.0,P023227
클래식퀴노아한우버섯아기밥,160.0,180.0,9,31,2.6,2.0,81.0,P023228
완료기밥?연어야채볶음밥,180.0,220.0,8.1,43,2.1,1.3,31.5,P023229
완료기밥?한우영양솥밥,180.0,219.0,9.2,40.5,2.3,6.4,26.4,P023230
클래식퀴노아흰살생선과일진밥,180.0,168.0,5,36,0.5,5.0,8.0,P023231
후기?감자당근한우죽,160.0,118.0,7,20,2,3.7,13.5,P023232
클래식대게살한우아기밥,160.0,180.0,9,31,2.4,0.0,117.0,P023233
클래식사과고구마대추죽,180.0,174.0,3,40,0,7.0,13.0,P023234
후기?한우근대죽,160.0,100.0,6,16.7,1.6,3.0,23.9,P023235
흰살연육단호박진밥,200.0,153.0,5.3,30.6,1,0.0,72.6,P023236
클래식닭가슴살진밥,180.0,136.0,6,27,0,1.0,14.0,P023237
클래식느타리치킨진밥,180.0,140.0,7,23,2.1,1.0,13.0,P023238
완료기밥?한우콩나물덮밥,180.0,166.0,7.9,29.2,2.3,6.3,18.4,P023240
클래식느타리연어진밥,180.0,189.0,7,33,3.7,1.0,54.0,P023241
클래식고구마단호박아기밥,160.0,171.0,3,38,0.9,6.0,69.0,P023242
클래식새우다시마고소미진밥,180.0,187.0,6,34,3.5,2.0,12.0,P023243
클래식닭살고구마죽,180.0,118.0,4,25,0,2.0,11.0,P023244
한우아보카도진밥,200.0,180.0,5,37,1,0.0,2.0,P023245
완료기밥?삼색나물비빔밥,180.0,183.0,3.7,40.1,1,5.0,20.9,P023246
완료기밥?한우백일송이진밥,180.0,211.0,9.2,39.9,2,6.7,25.9,P023247
한우소고기현미밥,200.0,153.0,7.1,28,1.4,0.0,93.9,P023248
클래식밤단호박죽,180.0,104.0,2,23,0,2.0,0.0,P023249
클래식검은콩한우죽,180.0,153.0,9,23,2.9,1.0,13.0,P023250
클래식비타민채한우죽,180.0,129.0,7,21,1.9,0.0,18.0,P023251
게살냠냠진밥,200.0,132.0,5.2,26.6,0.5,0.7,92.5,P023252
클래식퀴노아흰살생선과일죽,180.0,128.0,4,27,0,4.0,6.0,P023253
클래식흑미영양아기밥,160.0,189.0,3,42,1.2,7.0,70.0,P023254
클래식흑미영양진밥,180.0,204.0,4,45,0.8,5.0,6.0,P023255
삼색나물들깨진밥,200.0,138.0,3.2,30,0.8,0.0,22.5,P023256
완료기밥?닭살황기비빔밥,180.0,217.0,9.4,44,1.1,7.1,31.4,P023258
완료기밥?한우버섯볶음진밥,180.0,215.0,9.8,39.4,2.4,7.5,31.6,P023259
한우콩나물진밥,200.0,182.0,8.2,34.3,1.4,0.4,15.9,P023260
새우볶음진밥,200.0,129.0,4.3,27,0.4,0.0,41.1,P023261
클래식새우느타리한우아기밥,160.0,178.0,11,28,2.8,1.0,85.0,P023262
연어브로콜리죽,200.0,110.0,2.7,23.6,0.6,0.2,34.1,P023263
클래식렌틸콩한우죽,180.0,166.0,11,26,2.1,0.0,24.0,P023264
완료기밥?단호박한우덮밥,180.0,221.0,9.7,41.3,2.5,2.3,27.6,P023265
클래식감자단호박고기죽,180.0,112.0,5,21,1.1,1.0,8.0,P023267
클래식메론콜리플라워배죽,180.0,111.0,2,25,0,3.0,12.0,P023268
완료기밥?새우야채진밥,180.0,210.0,10.4,39.2,1.4,2.0,19.1,P023270
클래식치즈흰살생선진밥,180.0,182.0,7,31,3.3,2.0,119.0,P023271
블루베리한우진밥,200.0,168.0,10.2,27.8,1.8,1.2,82.9,P023272
클래식아보카도새우진밥,180.0,206.0,9,31,5,1.0,8.0,P023273
치킨애호박진밥,200.0,155.0,5.4,32.4,0.4,0.0,20.5,P023274
클래식오징어새우미역진밥,180.0,206.0,8,36,3.2,1.0,17.0,P023275
중기1?수수버섯죽,160.0,64.0,1.8,14.5,0.4,6.0,1.4,P023277
완료기밥?한우무조림밥,180.0,217.0,8.7,38.5,3,5.4,29.3,P023278
완료기밥?닭살흑미밥,180.0,230.0,9.4,46,1.2,2.0,26.1,P023279
그린야채닭죽,200.0,132.0,5.6,25.3,1,0.0,13.7,P023280
완료기밥?두부배추솥밥,180.0,141.0,3.8,27,1.7,4.46,20.5,P023281
클래식치즈죽,180.0,133.0,3,26,2.1,3.0,75.0,P023282
클래식메론콜리플라워과일듬뿍아기밥,160.0,142.0,3,31,0.7,5.0,82.0,P023283
클래식퀴노아버섯리조또,160.0,159.0,6,23,4.9,1.0,177.0,P023284
치즈고구마진밥,200.0,154.0,4.3,32.7,0.6,0.6,32.1,P023285
클래식비타민채한우아기밥,160.0,172.0,10,26,3.4,0.0,97.0,P023286
클래식두부비타민채진밥,180.0,225.0,9,36,5,1.0,17.0,P023287
완료기밥?닭살들깨가루진밥,180.0,224.0,10.7,40.3,2.7,6.6,29.2,P023289
완료기밥?송이깨장비빔밥,180.0,222.0,10,39.4,3.2,6.5,30.6,P023290
중기1?두부야채죽,160.0,77.0,2.2,14.8,1,1.3,25.2,P023292
클래식닭고기아기밥,160.0,154.0,8,28,1.1,2.0,86.0,P023293
클래식닭가슴살비트죽,180.0,123.0,5,25,0,1.0,11.0,P023294
클래식아보카도한우죽,180.0,144.0,5,25,2.9,1.0,10.0,P023295
소고기흰콩진밥,200.0,185.0,13.5,25.2,3.3,0.5,185.5,P023296
완료기밥?미역한우밥,180.0,226.0,11.6,42.4,2.7,5.1,107.9,P023297
클래식치즈흰살생선죽,180.0,132.0,5,24,2.1,2.0,75.0,P023298
돈불고기유부진밥,200.0,139.0,4.8,27.5,1.1,0.0,92.3,P023303
클래식곤드레단호박진밥,180.0,186.0,3,41,1,2.0,0.0,P023305
모듬야채죽,200.0,83.0,1.9,18,0.3,0.5,30.8,P023306
클래식잣고구마죽,180.0,174.0,4,32,3.5,3.0,6.0,P023307
클래식오징어새우한우아기밥,160.0,186.0,12,27,3.1,1.0,103.0,P023308
완료기밥?호두잣영양밥,180.0,254.0,5.1,40.3,8.4,7.63,18.7,P023309
완료기밥?한우브로콜리밥,180.0,210.0,9.1,38.4,2.3,0.8,26.2,P023310
클래식흰살생선치즈한우아기밥,160.0,209.0,11,28,6,2.0,206.0,P023311
완료기밥?한우미역깨장밥,180.0,239.0,11.5,42.8,3.9,1.64,97.1,P023312
완료기밥?퀴노아사과진밥,180.0,210.0,4.7,46.1,1.2,8.0,17.3,P023313
클래식느타리치킨죽,180.0,118.0,5,24,0,1.0,9.0,P023314
클래식흰콩고소미브로콜리죽,180.0,143.0,5,26,2,0.0,14.0,P023315
완료기밥?새우살김가루진밥,180.0,215.0,10.1,40.1,1.6,2.0,42.3,P023316
완료기밥?비트닭고기밥,180.0,205.0,9,40.4,1.1,7.1,34.3,P023317
클래식오트밀흑미진밥,180.0,186.0,5,33,3.9,2.0,0.0,P023318
후기?삼색야채무른밥,160.0,137.0,2.8,30.3,0.9,7.2,4.3,P023319
후기3 송이깨장비빔밥,160.0,166.0,8.2,28.2,2.8,6.3,14.5,P023320
클래식초기한우배사과죽,180.0,101.0,4,16,2.4,1.0,6.0,P023321
완료기밥?밤한우진밥,180.0,228.0,9.2,43.3,2.3,6.7,30.2,P023322
완료기밥?유부호박진밥,180.0,218.0,5.9,40.5,3.8,6.2,23.3,P023323
후기?미역한우밥,160.0,173.0,10.5,31,2.5,4.6,93.5,P023324
후기3 두부버섯진밥,160.0,146.0,4.7,29,1.7,2.2,24.2,P023325
후기3 두부배추솥밥,160.0,141.0,3.8,27,1.7,4.4,20.5,P023326
클래식고구마두부참깨아기밥,160.0,227.0,7,35,6,4.0,73.0,P023327
완료기밥?오트밀단호박영양밥,180.0,225.9,4.41,50.48,0.99,10.29,10.73,P023328
클래식초기한우미역죽,180.0,91.0,5,16,1.1,0.0,14.0,P023329
대구살가지죽,200.0,119.0,4,25,0,0.0,2.0,P023330
토마토치킨리조또,200.0,132.0,5.8,25.8,0.6,1.1,7.0,P023331
중기2?한우양배추죽,160.0,105.19,6.69,18.23,1.99,6.17,10.28,P023332
중기2?브로콜리단호박죽,160.0,90.79,1.87,20.92,0.5,0.67,1.88,P023333
완료기밥?과일야채치즈진밥,180.0,201.32,4.25,43.07,1.66,4.41,26.38,P023334
중기1?닭살단호박죽,160.0,78.44,3.83,15.08,0.55,6.31,5.15,P023335
중기1?한우아욱죽,160.0,87.11,5.97,14.73,1.81,5.55,10.68,P023336
완료기밥?흰살생선잣가루진밥,180.0,209.77,6.55,40.98,2.58,8.2,42.96,P023337
완료기밥?한우양송이볶음덮밥,180.0,214.8,9.45,39.07,2.63,1.68,30.03,P023338
참치옥수수진밥,200.0,139.0,5.2,28.3,0.6,0.0,68.2,P023339
클래식닭살한우아기밥,160.0,89.0,22,9,12,1.0,4.0,P023340
완료기밥?모듬사골국밥,180.0,216.81,10.58,39.17,2.32,1.69,38.85,P023341
완료기밥?새우살치즈진밥,180.0,217.84,10.92,38.64,2.25,2.44,27.26,P023342
완료기밥?들깨가루버섯진밥,180.0,219.94,10.11,39.28,2.94,6.27,27.13,P023343
완료기밥?오징어유부덮밥,180.0,254.04,11.12,38.17,6.14,6.25,52.37,P023344
완료기밥?한우영양밥,180.0,248.62,10.5,46.99,2.47,8.2,28.43,P023345
중기2?애호박다시마죽,160.0,78.72,1.6,17.09,0.44,0.61,9.52,P023346
중기2?한우와야채영양죽,160.0,93.79,5.35,15.5,1.31,6.2,10.52,P023347
중기1?오곡영양죽,160.0,73.61,1.48,15.87,0.47,0.11,0.39,P023348
후기?과일현미죽,160.0,91.38,1.58,20.73,0.42,2.17,0.39,P023349
클래식닭고기단호박죽,180.0,138.0,5,24,2.4,1.0,6.0,P023350
클래식고기두부죽,180.0,118.0,5,21,1.2,1.0,13.0,P023351
중기2?한우아욱죽,160.0,105.39,6.81,18.07,2.01,5.57,13.12,P023352
중기2?고구마연두부죽,160.0,96.67,2.31,20.11,1.04,0.33,13.03,P023353
완료기밥?아기청국장비빔밥,180.0,181.7,4.81,37.9,1.53,3.84,132.57,P023354
완료기밥?한우두부채소밥,180.0,215.11,9.3,38.18,2.69,6.94,36.24,P023355
완료기밥?흰살생선감자조림밥,180.0,194.08,5.54,42.14,0.85,6.33,38.43,P023356
중기1?한우배추죽,160.0,93.0,6.1,15.9,1.8,5.9,15.5,P023357
중기1?닭살밤죽,160.0,97.0,4.3,18.8,0.6,4.4,6.4,P023358
클래식배사과두부단호박죽,180.0,111.0,3,23,0.7,2.0,0.0,P023359
후기?한우콩나물덮밥,160.0,0.0,0,0,0,0.0,0.0,P023360
대구살황금팽이진밥,200.0,168.0,8,33,0,1.0,2.0,P023361
바나나아보카도죽,200.0,118.0,2.3,22.4,2.1,1.1,4.2,P023362
돈불고기야채짜장밥,200.0,161.0,3.9,34.2,1,0.4,143.9,P023363
고구마브로콜리죽,200.0,101.0,2.3,22.1,0.4,0.4,41.1,P023364
완료기밥?시금치치즈섞음밥,180.0,192.0,4.6,39.8,1.7,1.8,34.9,P023366
완료기밥?사과소스고기밥,180.0,224.0,9.5,41.7,2.2,4.1,33.8,P023367
클래식흑미닭가슴살리조또,160.0,156.0,7,23,4.1,3.0,154.0,P023368
클래식한우큐리아기밥,160.0,187.0,9,30,3.3,3.0,212.0,P023369
중기1?한우로메인죽,160.0,93.0,5.9,15.7,1.7,3.8,24.9,P023371
클래식곡물53영양죽,180.0,168.0,3,38,0.5,3.0,6.0,P023372
중기1?한우근대찹쌀죽,160.0,96.0,6,16.3,1.7,4.1,18.6,P023373
중기1?감자호박죽,160.0,71.0,1.5,16,0.4,0.6,0.4,P023374
중기2?닭살감자죽,160.0,97.0,4.9,18.6,0.6,3.9,11.8,P023376
고구마치킨죽,200.0,115.0,3.6,24,0.5,0.2,64.4,P023378
완료기밥?아보카도새우볶음밥,180.0,0.0,0,0,0,0.0,0.0,P023379
